item_id,date,p10,p50,p90
6177,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
6183,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
4306,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
9931,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
2449,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
2388,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
2438,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
2612,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
3530,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
8072,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
2009,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
3533,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
9905,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
1477,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
2211,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
1702,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
1256,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
1597,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2945,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
3046,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2462,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2939,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2348a,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
6257,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
2705,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
6674,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
6277,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
5880,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
00916,2022-10-29T00:00:00Z,-9.63194E-5,-4.43136E-5,8.1436E-6
6585,2022-10-29T00:00:00Z,-9.56292E-5,-4.49916E-5,6.0911E-6
00901,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
9188,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
00737,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
6139,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
006207,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
2312,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2408,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
00851,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
6283,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
1616,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
2406,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
01003t,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
00653l,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
6209,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
3036a,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
1402,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
5607,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
1722,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
1108,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
2433,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
2748,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
4960,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
2413,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
1432,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
2332,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
3231,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
3035,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
2812,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
2535,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
3704,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
6214,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
4722,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
2227,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
2460,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
1233,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
9105,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
4763,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
2440,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
6598,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
2103,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
3026,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
9925,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
1109,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
1737,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
2393,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
1314,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
020032,2022-10-29T00:00:00Z,-9.69948E-5,-4.37112E-5,2.13343E-5
6442,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
1709,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
3383,2022-10-29T00:00:00Z,1.187594E-4,2.441759E-4,3.965408E-4
1310,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
00762,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
1583,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
6136,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
4766,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
2485,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
1337,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
6504,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
5434,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
00735,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
00865b,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
2308,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
9955,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
2425,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
2206,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
1342,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
3010,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
2033,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
2534,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
2405,2022-10-29T00:00:00Z,-9.71448E-5,-4.14154E-5,1.53099E-5
2885,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
8070,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
2380,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
00666r,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
1535,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
2520,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
1817,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
1455,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
1522,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
6799,2022-10-29T00:00:00Z,-8.90551E-5,-4.24716E-5,1.24632E-5
1474,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
2706,2022-10-29T00:00:00Z,-9.74026E-5,-4.45183E-5,2.00371E-5
6225,2022-10-29T00:00:00Z,0.0123799555,0.0192342047,0.0280518122
9943,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
3437,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
3062,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
020022,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
4557,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
5522,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
2887z,2022-10-29T00:00:00Z,-9.11555E-5,-3.89979E-5,3.43855E-5
00714,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
1201,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
2887f,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
2390,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
1449,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
2511,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
1476,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
00911,2022-10-29T00:00:00Z,-8.88923E-5,-4.20684E-5,1.31506E-5
1470,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
8028,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
1514,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
1560,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
3257,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
3059,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
2015,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
3557,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
6215,2022-10-29T00:00:00Z,-9.63971E-5,-4.25798E-5,7.4522E-6
2882,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
3090,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
1526,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
01009t,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
1414,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
5388,2022-10-29T00:00:00Z,-9.57215E-5,-4.29147E-5,1.58309E-5
2329,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
3308,2022-10-29T00:00:00Z,-8.30421E-5,-4.24637E-5,3.3427E-6
2891c,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
1325,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
6671,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
4119,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
1558,2022-10-29T00:00:00Z,-8.95934E-5,-4.34286E-5,1.10115E-5
1598,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
1227,2022-10-29T00:00:00Z,-9.57215E-5,-4.29147E-5,1.58309E-5
1417,2022-10-29T00:00:00Z,-9.57215E-5,-4.29147E-5,1.58309E-5
912000,2022-10-29T00:00:00Z,-9.57215E-5,-4.29147E-5,1.58309E-5
2049,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
3040,2022-10-29T00:00:00Z,-9.74279E-5,-3.817E-5,2.26507E-5
4956,2022-10-29T00:00:00Z,-9.74279E-5,-3.817E-5,2.26507E-5
2038,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
1718,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
00902,2022-10-29T00:00:00Z,-9.5641E-5,-4.27692E-5,1.60486E-5
1512,2022-10-29T00:00:00Z,0.0115115615,0.0199272539,0.0291774683
1541,2022-10-29T00:00:00Z,-9.57215E-5,-4.29147E-5,1.58309E-5
4133,2022-10-29T00:00:00Z,-9.57215E-5,-4.29147E-5,1.58309E-5
1721,2022-10-29T00:00:00Z,-9.57215E-5,-4.29147E-5,1.58309E-5
1436,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
5215,2022-10-29T00:00:00Z,-8.3055E-5,-4.24832E-5,3.3159E-6
1463,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
3004,2022-10-29T00:00:00Z,-9.18379E-5,-4.06688E-5,3.13482E-5
8101,2022-10-29T00:00:00Z,0.0102391923,0.0200392567,0.0315219313
6533,2022-10-29T00:00:00Z,-9.57215E-5,-4.29147E-5,1.58309E-5
