item_id,date,p10,p50,p90
3413,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
4526,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
00700,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
01001t,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
3665,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
2903,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
8411,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
1903,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
2538,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
1533,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
2884,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
3443,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
00912,2022-10-29T00:00:00Z,-1.061018E-4,-4.53056E-5,6.9386E-6
00708l,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
1730,2022-10-29T00:00:00Z,-1.06542E-4,-4.66369E-5,4.8555E-6
00917,2022-10-29T00:00:00Z,-1.063404E-4,-4.48745E-5,7.9345E-6
2025,2022-10-29T00:00:00Z,0.0110961618,0.0188593753,0.0264651217
9103,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2328,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2809,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2497,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
6582,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
4571,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
9908,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2362,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
1611,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
2034,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
4912,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
1451,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2886,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
1504,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
5469,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
6426,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
6754,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
8473,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
9904,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
4764,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
4904,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
1805,2022-10-29T00:00:00Z,-9.61318E-5,-4.59918E-5,4.591E-6
2539,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
00646,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
1513,2022-10-29T00:00:00Z,-8.91516E-5,-4.03447E-5,4.6543E-6
3583,2022-10-29T00:00:00Z,-8.98736E-5,-3.74941E-5,9.4127E-6
