item_id,date,p10,p50,p90
3010,2022-10-28T00:00:00Z,0.0,0.0,0.0
2033,2022-10-28T00:00:00Z,0.0,0.0,0.0
2534,2022-10-28T00:00:00Z,0.0,0.0,0.0
2405,2022-10-28T00:00:00Z,0.0,0.0,0.0
2885,2022-10-28T00:00:00Z,0.0,0.0,0.0
8070,2022-10-28T00:00:00Z,0.0,0.0,0.0
2380,2022-10-28T00:00:00Z,0.0,0.0,0.0
00666r,2022-10-28T00:00:00Z,0.0,0.0,0.0
1535,2022-10-28T00:00:00Z,0.0,0.0,0.0
2520,2022-10-28T00:00:00Z,0.0,0.0,0.0
1817,2022-10-28T00:00:00Z,0.0,0.0,0.0
1455,2022-10-28T00:00:00Z,0.0,0.0,0.0
1522,2022-10-28T00:00:00Z,0.0,0.0,0.0
6799,2022-10-28T00:00:00Z,0.0,0.0,0.0
1474,2022-10-28T00:00:00Z,0.0,0.0,0.0
2706,2022-10-28T00:00:00Z,0.0,0.0,0.0
6225,2022-10-28T00:00:00Z,0.6473202720118068,0.9177179293954139,1.188115586779021
9943,2022-10-28T00:00:00Z,0.0,0.0,0.0
3437,2022-10-28T00:00:00Z,0.0,0.0,0.0
3062,2022-10-28T00:00:00Z,0.0,0.0,0.0
020022,2022-10-28T00:00:00Z,0.0,0.0,0.0
4557,2022-10-28T00:00:00Z,0.0,0.0,0.0
5522,2022-10-28T00:00:00Z,0.0,0.0,0.0
2887z,2022-10-28T00:00:00Z,0.0,0.0,0.0
00714,2022-10-28T00:00:00Z,0.0,0.0,0.0
1201,2022-10-28T00:00:00Z,0.0,0.0,0.0
2887f,2022-10-28T00:00:00Z,0.0,0.0,0.0
2390,2022-10-28T00:00:00Z,0.0,0.0,0.0
1449,2022-10-28T00:00:00Z,0.0,0.0,0.0
2511,2022-10-28T00:00:00Z,0.0,0.0,0.0
1476,2022-10-28T00:00:00Z,0.0,0.0,0.0
00911,2022-10-28T00:00:00Z,0.0,0.0,0.0
1470,2022-10-28T00:00:00Z,0.0,0.0,0.0
8028,2022-10-28T00:00:00Z,0.0,0.0,0.0
1514,2022-10-28T00:00:00Z,0.0,0.0,0.0
1560,2022-10-28T00:00:00Z,0.0,0.0,0.0
3257,2022-10-28T00:00:00Z,0.0,0.0,0.0
3059,2022-10-28T00:00:00Z,0.0,0.0,0.0
2015,2022-10-28T00:00:00Z,0.0,0.0,0.0
3557,2022-10-28T00:00:00Z,0.0,0.0,0.0
6215,2022-10-28T00:00:00Z,0.0,0.0,0.0
2882,2022-10-28T00:00:00Z,0.0,0.0,0.0
3090,2022-10-28T00:00:00Z,0.0,0.0,0.0
1526,2022-10-28T00:00:00Z,0.0,0.0,0.0
01009t,2022-10-28T00:00:00Z,0.0,0.0,0.0
1414,2022-10-28T00:00:00Z,0.0,0.0,0.0
5388,2022-10-28T00:00:00Z,0.0,0.0,0.0
2329,2022-10-28T00:00:00Z,0.0,0.0,0.0
3308,2022-10-28T00:00:00Z,0.0,0.0,0.0
2891c,2022-10-28T00:00:00Z,0.0,0.0,0.0
1325,2022-10-28T00:00:00Z,0.0,0.0,0.0
6671,2022-10-28T00:00:00Z,0.0,0.0,0.0
4119,2022-10-28T00:00:00Z,0.0,0.0,0.0
1558,2022-10-28T00:00:00Z,0.0,0.0,0.0
1598,2022-10-28T00:00:00Z,0.0,0.0,0.0
1227,2022-10-28T00:00:00Z,0.0,0.0,0.0
1417,2022-10-28T00:00:00Z,0.0,0.0,0.0
912000,2022-10-28T00:00:00Z,0.0,0.0,0.0
2049,2022-10-28T00:00:00Z,0.0,0.0,0.0
3040,2022-10-28T00:00:00Z,0.0,0.0,0.0
4956,2022-10-28T00:00:00Z,0.0,0.0,0.0
2038,2022-10-28T00:00:00Z,0.0,0.0,0.0
1718,2022-10-28T00:00:00Z,0.0,0.0,0.0
00902,2022-10-28T00:00:00Z,0.0,0.0,0.0
1512,2022-10-28T00:00:00Z,0.6473202720118068,0.9177179293954139,1.188115586779021
1541,2022-10-28T00:00:00Z,0.0,0.0,0.0
4133,2022-10-28T00:00:00Z,0.0,0.0,0.0
1721,2022-10-28T00:00:00Z,0.0,0.0,0.0
1436,2022-10-28T00:00:00Z,0.0,0.0,0.0
5215,2022-10-28T00:00:00Z,0.0,0.0,0.0
1463,2022-10-28T00:00:00Z,0.0,0.0,0.0
3004,2022-10-28T00:00:00Z,0.0,0.0,0.0
8101,2022-10-28T00:00:00Z,0.6029226530436882,0.9084936766196418,1.2140647001955953
6533,2022-10-28T00:00:00Z,0.0,0.0,0.0
2441,2022-10-28T00:00:00Z,0.0,0.0,0.0
8039,2022-10-28T00:00:00Z,0.0,0.0,0.0
4989,2022-10-28T00:00:00Z,0.0,0.0,0.0
2302,2022-10-28T00:00:00Z,0.0,0.0,0.0
1773,2022-10-28T00:00:00Z,0.0,0.0,0.0
9940,2022-10-28T00:00:00Z,0.0,0.0,0.0
2727,2022-10-28T00:00:00Z,0.0,0.0,0.0
3592,2022-10-28T00:00:00Z,0.0,0.0,0.0
4426,2022-10-28T00:00:00Z,0.0,0.0,0.0
4552,2022-10-28T00:00:00Z,0.0,0.0,0.0
2488,2022-10-28T00:00:00Z,0.0,0.0,0.0
8011,2022-10-28T00:00:00Z,0.0,0.0,0.0
2419,2022-10-28T00:00:00Z,0.0,0.0,0.0
2636,2022-10-28T00:00:00Z,0.0,0.0,0.0
2489,2022-10-28T00:00:00Z,0.0,0.0,0.0
2364,2022-10-28T00:00:00Z,-0.28129289377405936,-8.045433574456473E-5,0.28113198510257026
3048,2022-10-28T00:00:00Z,0.0,0.0,0.0
2739,2022-10-28T00:00:00Z,0.0,0.0,0.0
9958,2022-10-28T00:00:00Z,0.0,0.0,0.0
3588,2022-10-28T00:00:00Z,0.0,0.0,0.0
5515,2022-10-28T00:00:00Z,0.0,0.0,0.0
6449,2022-10-28T00:00:00Z,0.0,0.0,0.0
8112a,2022-10-28T00:00:00Z,0.0,0.0,0.0
5284,2022-10-28T00:00:00Z,0.0,0.0,0.0
1717,2022-10-28T00:00:00Z,0.0,0.0,0.0
4961,2022-10-28T00:00:00Z,0.0,0.0,0.0
2618,2022-10-28T00:00:00Z,0.0,0.0,0.0
3550,2022-10-28T00:00:00Z,0.0,0.0,0.0
5283,2022-10-28T00:00:00Z,0.0,0.0,0.0
3501,2022-10-28T00:00:00Z,0.0,0.0,0.0
4572,2022-10-28T00:00:00Z,0.0,0.0,0.0
3130,2022-10-28T00:00:00Z,0.0,0.0,0.0
6550,2022-10-28T00:00:00Z,0.0,0.0,0.0
2867,2022-10-28T00:00:00Z,0.0,0.0,0.0
00896,2022-10-28T00:00:00Z,0.0,0.0,0.0
00681r,2022-10-28T00:00:00Z,0.0,0.0,0.0
2882a,2022-10-28T00:00:00Z,0.0,0.0,0.0
1324,2022-10-28T00:00:00Z,0.0,0.0,0.0
3536,2022-10-28T00:00:00Z,0.6473202720118068,0.9177179293954139,1.188115586779021
