item_id,timestamp,target_value,backtestwindow_start_time,backtestwindow_end_time,p10,p50,p90
1213,2022-10-31T00:00:00Z,1.0,2022-10-31T00:00:00,2022-10-31T00:00:00,1.0,1.0,1.0
