item_id,date,p10,p50,p90
1473,2022-11-01T00:00:00Z,-5.16233E-5,-2.09588E-5,7.3887E-6
1473,2022-11-02T00:00:00Z,-5.81823E-5,-2.01935E-5,1.47011E-5
1473,2022-11-03T00:00:00Z,-4.37296E-5,-1.73999E-5,1.17507E-5
1473,2022-11-04T00:00:00Z,-4.26099E-5,-1.84322E-5,1.34292E-5
1473,2022-11-05T00:00:00Z,-4.81732E-5,-1.39761E-5,1.24137E-5
2881c,2022-11-01T00:00:00Z,-5.035E-5,-2.39874E-5,1.37831E-5
2881c,2022-11-02T00:00:00Z,-5.29413E-5,-2.22245E-5,9.1826E-6
2881c,2022-11-03T00:00:00Z,-4.44206E-5,-2.14037E-5,6.5564E-6
2881c,2022-11-04T00:00:00Z,-4.99931E-5,-1.90654E-5,2.23042E-5
2881c,2022-11-05T00:00:00Z,-4.46439E-5,-1.72939E-5,1.788E-5
3027,2022-11-01T00:00:00Z,-4.92834E-5,-2.01175E-5,1.33543E-5
3027,2022-11-02T00:00:00Z,-5.16714E-5,-1.78929E-5,1.59394E-5
3027,2022-11-03T00:00:00Z,-4.94648E-5,-1.7201E-5,1.85045E-5
3027,2022-11-04T00:00:00Z,-5.20903E-5,-2.09996E-5,1.90277E-5
3027,2022-11-05T00:00:00Z,-4.57432E-5,-1.8647E-5,1.19745E-5
3338,2022-11-01T00:00:00Z,-5.21366E-5,-1.93398E-5,9.3106E-6
3338,2022-11-02T00:00:00Z,-5.19371E-5,-2.25494E-5,1.76464E-5
3338,2022-11-03T00:00:00Z,-4.9215E-5,-1.53967E-5,1.09959E-5
3338,2022-11-04T00:00:00Z,-4.89958E-5,-2.33772E-5,9.6811E-6
3338,2022-11-05T00:00:00Z,-4.51483E-5,-1.97466E-5,1.2351E-5
8021,2022-11-01T00:00:00Z,-5.55423E-5,-2.22464E-5,7.0451E-6
8021,2022-11-02T00:00:00Z,-5.14521E-5,-2.25417E-5,7.3823E-6
8021,2022-11-03T00:00:00Z,-4.56632E-5,-1.5722E-5,1.20107E-5
8021,2022-11-04T00:00:00Z,-4.52796E-5,-1.63342E-5,1.1734E-5
8021,2022-11-05T00:00:00Z,-4.79126E-5,-1.78964E-5,1.77529E-5
